,img_pos,texts
287,1436,"['A book on a wooden bench on a street.', 'A book rest on one of the benches ', 'A California travel guide book on a park bench. ', 'A big entitled California is on the bench. ', 'A book sitting on top of a wooden desk.']"
288,1441,"['A green traffic light above a street with a car on coming.', 'A green traffic light above a street with one car driving by.', 'The traffic lite is green as a car approaches.', 'Picture of an outdoor place that is very beautiful.\n', 'a close up of a traffic light above a city street ']"
289,1446,"['A large herd of sheep are grazing by the busy road.', 'Sheep are grazing on the verges of a highway.', 'A large herd of sheep standing in the grass near a road.', 'Many sheep grazing next to a busy road.', 'Many sheep are grazing in a field of grass next to a road.']"
290,1451,"['Young woman with sheep on straw covered floor.', 'A child places his hands on the head and neck of a sheep while another sheep looks at his face.', 'A person petting the head of a cute fluffy sheep.', 'A child is petting a sheep while another sheep watches.', 'A woman kneeling to pet animals while others wait. ']"
291,1456,"['A bird standing on top of a beach next to water.', ""A large stork spreads it's wings as it lands."", 'A crane with fully extended wings landing on a marshy ground.', 'Vulture swooping down toward the ground in landscape.', 'This bird has a long beak, long legs and a wide wingspan.']"
292,1461,"['THERE IS A PERSON THAT IS SITTING IN THE BOAT ON THE WATER', 'a woman in a red and white boat water and trees', 'A woman riding in a boat on a sunny day.', 'A women who is sitting on a boat.', 'a person riding inside of a boat on a body of water ']"
293,1466,"['A parade on the street with a person riding an elephant.', 'a parade with an elephant wearing a sign that says"" i love new york""', 'Few persons are seen on zebra crossing on road and an elephant with a banner is there.', 'a group of people walking down the street in a parade witha elephant that says i love new york', 'A man is riding an elephant with and ""I love NY"" sign.']"
294,1471,"['A CGI man sitting on top of a CGI hospital bed.', 'A man in a hospital bad with a man sitting on the edge of his bed.', 'An image of a guy sitting on a bed with a patient.', 'a computer animation of a man sitting on the foot of a bed and a patient in the bed', 'A computer image of a man sitting on a hospital bed where another man is.']"
295,1476,"['The large blue train is covered with rust.', 'A rusted train parked on the rail road .', 'A blue railroad train sitting on the railroad tracks', 'The last rail car sitting on the train tracks and attached to the car in front of it', 'A blue train going down the train tracks. ']"
296,1481,"['A bird perched on top of a wooden power pole.', 'a black bird standing on top of a power pole ', 'A bird is on the top of a telephone pole.', 'A black bird perches at the top of a telephone pole.', 'A vulture is perched atop a telephone pole. ']"
297,1486,"['Two birds who are looking out of the cage they are in.', 'Two birds in an enclosed area outside during the day.', 'An outdoor cage with tall, thin colorful birds.', 'Some long necked birds with feathers in a cage.', 'two large birds strutting inside of a fence']"
298,1491,"['Elaborate Toronto Blue Jays professional baseball cap cake', 'The blue and white hat has a bird on it', 'Large blue bird sitting on a baseball hat on a table. ', 'The blue baseball cap is sitting on a table. ', 'A blue hat is sitting on a table.']"
299,1496,"['A woman standing over a sheet cake sitting on top of a table.', 'A LADY IS HAVING A CELEBRATION AND LOOKING AT HER CAKE', 'A lady in a hat standing in front of a big cake. ', 'A woman wearing a hat while looking at a cake.', 'A woman in a silly hat cuts the cake.']"
300,1501,"['A guy is near a busy street in a foreign country.', 'Man standing at edge of busy road in metropolitan street.', 'The man is standing beside a busy street.', 'A young man is standing away from the traffic. ', 'cars traveling on a busy road in Asia']"
301,1506,"['A red stop sign sitting next to country road.', 'A stop sign and a view of a crossroads with several utility poles around.', 'Two stop sign on street corners on the street', 'A stop sign at the end of a road with a stop sign at the other end.', 'A close up of a stop sign in a small town.']"
302,1511,"['People standing around looking at a small train on a track', 'a black and red train sitting on a train track with workers on it ', 'A couple of people standing along side of a train engine.', 'Older red and black locomotive with attendants and onlookers.', 'people standing near a train that is blowing smoke']"
303,1516,"['We are looking a train in the distance.', 'a train on a track near some buildings ', 'an empty area at a large train station', 'A large long train on a steel track.', 'A train engine parked at a train stop.']"
304,1521,"['A train car riding the railroad in a city.', 'A tall building sitting next to train tracks.', 'Some tracks for a rail way system near a building ', 'Multiple railroad tracks directly next to a gallery building', 'A train passing by a bunch of buildings']"
305,1526,"['a cat is laying down on a blue chair', 'A cat sitting on a chair, that is blue and yellow.', 'A cat relaxes on a wicker and wood chair with another black cat and other chairs in the background.', '2 cats one on a chair in an outdoor cafe. ', 'A cat sits on the wicker of a blue chair']"
306,1531,"['A herd of animals grazing on a dry grass field.', 'Numerous head of cattle are grazing in the grass.', 'A herd of cows grazing in a grassy field.', 'A herd of cattle are standing and grazing in a field.', 'Cows grazing in a field with rocks in the background.']"
307,1536,"['the boat is tied up on the lake ', 'A boat tied up at the shore of a river.', 'A boat parked in a  harbor next to smaller buildings.', 'A boat is parked in a body of water', 'A painting of a boat on the water with buildings on the shore.']"
308,1541,"['An elephant is walking on a pile of sand outside a building.', 'An elephant is by a tire and a pile of dirt.', 'An elephant stands in an exhibit near a wall with some rocks and a tire nearby.', 'an elephant holding straw with its trunk and walking in a dirt field.', 'An elephant in captivity walks past a mound of sand.']"
309,1546,"['an elephant walking through the weeds in the forest', 'A baby elephant walking through a forest next to trees.', 'Elephant in a forest with a lot of underbrush.', 'An elephant walking through tall grass near trees. ', 'An elephant standing in scrub brush in a wooded area.']"
310,1551,"['Two photographs of elephants in a rocky area.', 'Two shots of elephants near rocks and a fence.', 'An elephant inside of their enclosure playing with logs and eating.', 'Elephants move about an enclosed habitat surrounded by a fence.', 'Split photo showing elephants in zoo like enclosures.']"
311,1556,"['a small elephant walks in a lush forest', 'Elephant walking through the wooded area full of trees and tall plants', 'Multiple elephants walking through a heavily wooded area', 'Three elephants roaming through many trees and bushes.', 'A baby elephant is seen walking through the jungle.']"
312,1561,"[""A group of elephants with one elephant raising it's trunk and dust and dirt coming up behind it."", 'Three elephants kick up dust as they walk through the flat by the bushes.', ""A heard of elephants with one's trunk raised."", 'Elephants walk together through the grass kicking up dust.', 'Elephants in a national park blowing dust around']"
313,1566,"['A guy is standing in an airport with several bags of luggage.', 'A male standing behind eight pieces of luggage.', 'A man standing up in an airport with a group of bags and backpacks in front of him on the floor.', 'A man is standing near several bags of luggage. ', 'A man stands alone with many luggage bags.']"
314,1571,"['a woman with a tattoo is sitting on the train tracks', 'A womman sitting on railroad tracks with a suitcase beside her.', 'A woman wearing a skirt shows off her tatttoos', 'There is a woman sitting on the railroad tracks.', 'A woman is sitting with a suitcase on some train tracks.']"
315,1576,"['an image of two elephants doing down the grass', 'Some elephants are standing in the middle of a field. ', 'Two elephants in the field moving along during the day.', ""An elephant and it's baby in a field of grass."", 'Two elephants walking in a grassy field next to a hill.']"
